column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1514,,,,,
Final inconsistent practice block: ,92,1497,,,,,
First consistent test block: ,96,1303,,,,,
First inconsistent test block: ,96,1451,,,,,
Second consistent test block: ,96,1381,,,,,
Second inconsistent test block: ,83,1895,,,,,
Third consistent test block: ,92,1568,,,,,
Third inconsistent test block: ,83,2239,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,6.353984026,0.796361186,1.049698512,1.285797913,1.043952537
"Sample1 Target2, e.g.: ",Colour,Circle,4.169481685,0.35688002,1.125219405,0.164821915,0.54897378
"Sample2 Target1, e.g.: ",Shape,Red,0.923363576,-0.322146594,-0.351476513,0.140539617,-0.177694497
"Sample2 Target2, e.g.: ",Shape,Circle,1.139722682,1.191580535,4.34E-02,0.886850836,0.707273765
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,5.576972818,0.910871815,1.125747418,1.422191328,1.152936854
"Sample1 Target2, e.g.: ",Colour,Red,8.612174926,0.61643651,1.257812113,-0.554684189,0.439854811
"Sample2 Target1, e.g.: ",Shape,Red,-0.363150295,0.920233646,-6.79E-02,0.586949152,-0.352332167
"Sample2 Target2, e.g.: ",Shape,Red,-0.338970863,-0.817399101,-0.85767202,0.61807462,0.479764084
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,9.205101348,0.857941289,0.871686489,0.994929718,0.908185832
"Sample1 Target2, e.g.: ",Colour,Circle,2.675807899,-0.353738299,1.277265504,1.030926496,0.651484567
"Sample2 Target1, e.g.: ",Shape,Red,3.614662731,1.365039284,0.347494868,1.176332657,0.144222107
"Sample2 Target2, e.g.: ",Shape,Circle,6.77977553,0.610308882,0.778100313,-0.955742875,0.962955603
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,32,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,32,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1498,,,,,
Final inconsistent practice block: ,83,1606,,,,,
First consistent test block: ,96,1458,,,,,
First inconsistent test block: ,100,1599,,,,,
Second consistent test block: ,92,1411,,,,,
Second inconsistent test block: ,92,1450,,,,,
Third consistent test block: ,100,1451,,,,,
Third inconsistent test block: ,96,1303,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.710405195,0.805149047,0.690126592,-0.118593858,0.458893927
"Sample1 Target2, e.g.: ",Colour,Circle,-0.10243603,0.428953972,-0.477701473,-0.125934728,-5.82E-02
"Sample2 Target1, e.g.: ",Shape,Red,0.541699853,0.151277502,0.374020907,8.08E-02,0.202031099
"Sample2 Target2, e.g.: ",Shape,Circle,-6.19E-02,-3.23E-02,0.158631669,0.204622017,0.110316633
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.192374342,0.834495533,1.041494556,-0.355717597,0.506757497
"Sample1 Target2, e.g.: ",Colour,Circle,-0.809407305,-6.70E-02,-0.822432056,-0.207392182,-0.365594428
"Sample2 Target1, e.g.: ",Shape,Red,0.554085531,-0.587842002,-0.876169986,-1.099673761,-6.96E-02
"Sample2 Target2, e.g.: ",Shape,Circle,0.095862932,4.02E-02,0.315897146,-0.56479868,-0.854561916
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.283688639,0.770531036,0.04299311,0.223849869,0.345791338
"Sample1 Target2, e.g.: ",Colour,Circle,0.399641539,0.681291651,-2.38E-02,0,0.219153553
"Sample2 Target1, e.g.: ",Shape,Red,1.561975554,0.572934569,0.545860809,0.930007386,0.461364809
"Sample2 Target2, e.g.: ",Shape,Circle,-0.356755832,0.356732734,0.486113987,0.541247706,0.682934255
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,37,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,37,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1373,,,,,
Final inconsistent practice block: ,92,1661,,,,,
First consistent test block: ,96,1263,,,,,
First inconsistent test block: ,100,1544,,,,,
Second consistent test block: ,88,1623,,,,,
Second inconsistent test block: ,96,1334,,,,,
Third consistent test block: ,92,1599,,,,,
Third inconsistent test block: ,100,1365,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.804116006,0.306211384,0.321924734,-0.221555456,0.135526887
"Sample1 Target2, e.g.: ",Colour,Circle,0.133158354,0.138158224,-0.908930446,-0.827463781,-0.532745334
"Sample2 Target1, e.g.: ",Shape,Red,0.170402211,0.352891125,-0.964253304,-1.039620311,-0.550327497
"Sample2 Target2, e.g.: ",Shape,Circle,-0.337863147,0.540654296,-0.53609302,-0.474590398,-0.156676374
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.977555985,1.134635448,-0.315151286,3.08E-02,0.283428222
"Sample1 Target2, e.g.: ",Colour,Red,-0.5689999,1.477391209,-0.50746924,-0.8515096,3.95E-02
"Sample2 Target1, e.g.: ",Shape,Red,0.547537395,0.255424798,0.40599869,-0.737210833,-0.532874582
"Sample2 Target2, e.g.: ",Shape,Red,-0.598606188,0.539755784,-1.041073293,-1.097306238,-2.53E-02
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.741266526,-0.258561292,1.494623407,-0.356949246,0.293037623
"Sample1 Target2, e.g.: ",Colour,Circle,1.494176429,-0.119385947,-1.208772637,-0.856589258,-0.728249281
"Sample2 Target1, e.g.: ",Shape,Red,-0.814752584,0.695459086,-0.959472376,0.159027789,-0.512835102
"Sample2 Target2, e.g.: ",Shape,Circle,0.383427352,0.176055749,-0.815147668,-0.899413385,-3.50E-02
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,42,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,42,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1903,,,,,
Final inconsistent practice block: ,96,1724,,,,,
First consistent test block: ,96,2075,,,,,
First inconsistent test block: ,96,1779,,,,,
Second consistent test block: ,88,1708,,,,,
Second inconsistent test block: ,92,1957,,,,,
Third consistent test block: ,92,1708,,,,,
Third inconsistent test block: ,88,2324,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.516321329,-0.557796322,-0.154290844,0.68819459,-7.96E-03
"Sample1 Target2, e.g.: ",Colour,Circle,-0.733392418,0.373444815,-1.83E-02,0.554555589,0.303217514
"Sample2 Target1, e.g.: ",Shape,Red,-1.297350319,-0.407609173,-0.236411212,0.600725986,-1.44E-02
"Sample2 Target2, e.g.: ",Shape,Circle,-0.536172172,-0.17047151,0.715560607,0.461018711,0.335369269
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.779351356,-0.259589548,0.827344936,0.898270159,0.488675182
"Sample1 Target2, e.g.: ",Colour,Circle,-1.806399629,-0.632439653,-0.313870958,0.883051572,-2.11E-02
"Sample2 Target1, e.g.: ",Shape,Red,-1.121478897,-0.473799826,-0.439583411,0.553866043,-5.93E-02
"Sample2 Target2, e.g.: ",Shape,Circle,-0.631782623,-0.92005782,-0.642608919,1.38469403,-0.119839064
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.121223871,-0.839078083,-0.901572291,0.379039775,-0.4538702
"Sample1 Target2, e.g.: ",Colour,Circle,0.876262757,0.924545633,0.325195065,0.555739806,0.601826835
"Sample2 Target1, e.g.: ",Shape,Red,-1.851263958,0.953750684,1.264138568,0.139123959,0.850811735
"Sample2 Target2, e.g.: ",Shape,Circle,-0.757937391,0.171744459,1.856795343,0.523895403,0.785671071
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,47,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,47,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1286,,,,,
Final inconsistent practice block: ,92,1599,,,,,
First consistent test block: ,96,1506,,,,,
First inconsistent test block: ,96,1568,,,,,
Second consistent test block: ,100,1357,,,,,
Second inconsistent test block: ,92,1459,,,,,
Third consistent test block: ,96,1280,,,,,
Third inconsistent test block: ,100,1233,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.379713255,0.228836999,0.530825904,-0.274934521,0.161576127
"Sample1 Target2, e.g.: ",Colour,Circle,0.891511439,1.080676295,0.596597662,-0.663524901,0.337916352
"Sample2 Target1, e.g.: ",Shape,Red,1.074849146,0.161277627,0.821045551,0.532645113,0.50498943
"Sample2 Target2, e.g.: ",Shape,Circle,-8.68E-03,0.456861899,0.751996882,0.154556448,0.454471743
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.1252666,0.738083543,0.125400901,-0.450319638,0.137721602
"Sample1 Target2, e.g.: ",Colour,Red,1.245811674,1.330634517,1.450583082,-0.509824742,0.757130953
"Sample2 Target1, e.g.: ",Shape,Red,1.424907852,0.426749381,0.821444362,-0.847046269,6.41E-02
"Sample2 Target2, e.g.: ",Shape,Red,0.227263807,-0.809542655,0.174329454,0.827645378,0.133715825
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-1.044786472,-0.107627627,0.754481347,5.46E-02,0.233814512
"Sample1 Target2, e.g.: ",Colour,Circle,0.359412427,0.715450359,-0.846607162,-1.329195489,-0.486784097
"Sample2 Target1, e.g.: ",Shape,Red,0.457094691,0.452011054,0.788938144,0.949001819,0.590487454
"Sample2 Target2, e.g.: ",Shape,Circle,-0.169950437,0.709318943,1.141333979,-0.079190558,0.729983672
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,57,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,57,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1630,,,,,
Final inconsistent practice block: ,96,1973,,,,,
First consistent test block: ,96,1428,,,,,
First inconsistent test block: ,100,1622,,,,,
Second consistent test block: ,96,1567,,,,,
Second inconsistent test block: ,100,1622,,,,,
Third consistent test block: ,100,1310,,,,,
Third inconsistent test block: ,96,1498,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,2.657747234,1.104529535,0.325268859,1.290999983,0.906932792
"Sample1 Target2, e.g.: ",Colour,Circle,1.533139641,0.71582791,0.597038011,0.418001437,0.576955786
"Sample2 Target1, e.g.: ",Shape,Red,1.801852244,-0.820221959,-8.75E-02,-0.391171178,-0.432954346
"Sample2 Target2, e.g.: ",Shape,Circle,4.058878372,0.515746732,3.74E-02,0.683462828,0.412209506
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,3.33331434,1.56929705,0.329207894,1.171929757,1.023478234
"Sample1 Target2, e.g.: ",Colour,Red,2.221284341,1.379556314,1.286706359,0.7111056,1.125789424
"Sample2 Target1, e.g.: ",Shape,Red,2.547881051,0.242848606,-0.463643867,0.184202233,-0.449673288
"Sample2 Target2, e.g.: ",Shape,Red,4.731896342,-0.971259142,-0.428852642,5.11E-02,-1.22E-02
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.72189565,0.694990959,0.333565456,1.341121313,0.789892576
"Sample1 Target2, e.g.: ",Colour,Circle,0.72926581,-1.032479074,0.233661869,-0.028881699,-0.275899634
"Sample2 Target1, e.g.: ",Shape,Red,0.97981235,0.996916547,0.285418705,0.990897087,-0.31217109
"Sample2 Target2, e.g.: ",Shape,Circle,3.352080034,-0.645893421,0.434245985,-0.724865835,0.757744113
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,62,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,62,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,100,1662,,,,,
Final inconsistent practice block: ,100,1685,,,,,
First consistent test block: ,100,1732,,,,,
First inconsistent test block: ,100,1708,,,,,
Second consistent test block: ,100,1630,,,,,
Second inconsistent test block: ,100,1623,,,,,
Third consistent test block: ,100,1607,,,,,
Third inconsistent test block: ,100,1599,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.256095184,0.578066882,0.849188744,0.211433325,0.54622965
"Sample1 Target2, e.g.: ",Colour,Circle,-0.138335793,-0.650915982,-0.14631494,-0.36244426,-0.386558394
